"";"gene_ID";"gene";"X3"
"13912";"LOC122757708";"LOC122757708";"Gene Expression"
"13913";"LOC6580024";"Spt5";"Gene Expression"
"13914";"LOC6580025";"betaTub56D";"Gene Expression"
"13915";"LOC6580026";"EloC";"Gene Expression"
"13916";"LOC6580027";"Arl6";"Gene Expression"
"13917";"LOC6580028";"RpL11";"Gene Expression"
"13918";"LOC6580033";"par-1";"Gene Expression"
"13919";"LOC6580030";"mei-W68";"Gene Expression"
"13920";"LOC6580035";"TBCB";"Gene Expression"
"13921";"LOC6580036";"sotv";"Gene Expression"
"13922";"LOC6580037";"CysRS";"Gene Expression"
"13923";"LOC6580038";"Ntmt";"Gene Expression"
"13924";"LOC6580039";"CG46338";"Gene Expression"
"13925";"LOC6580040";"CG30010";"Gene Expression"
"13926";"LOC6580041";"CG30094";"Gene Expression"
"13927";"LOC6580042";"Got1";"Gene Expression"
"13928";"LOC6580043";"CG8800";"Gene Expression"
"13929";"LOC6580044";"PCB";"Gene Expression"
"13930";"LOC6580045";"LOC6580045";"Gene Expression"
"13931";"LOC6580046";"CG1671";"Gene Expression"
"13932";"LOC6580047";"Prosalpha7";"Gene Expression"
"13933";"LOC6580048";"Orc6";"Gene Expression"
"13934";"LOC6580049";"Sting";"Gene Expression"
"13935";"LOC6580050";"Vamp7";"Gene Expression"
"13936";"LOC6580051";"Marc";"Gene Expression"
"13937";"LOC6580052";"LOC6580052";"Gene Expression"
"13938";"LOC6580053";"Lsm11";"Gene Expression"
"13939";"LOC6580054";"CG18004";"Gene Expression"
"13940";"LOC6580055";"CG3045";"Gene Expression"
"13941";"LOC6580056";"a";"Gene Expression"
"13942";"LOC6580057";"gammaSnap1";"Gene Expression"
"13943";"LOC6580058";"CG34206";"Gene Expression"
"13944";"LOC6580059";"gom";"Gene Expression"
"13945";"LOC6580060";"CG11269";"Gene Expression"
"13946";"LOC26527964";"LOC26527964";"Gene Expression"
"13947";"LOC6580062";"LOC6580062";"Gene Expression"
"13948";"LOC6580063";"NtR";"Gene Expression"
"13949";"LOC6580064";"GM130";"Gene Expression"
"13950";"LOC6580065";"mei-S332";"Gene Expression"
"13951";"LOC6580066";"LOC6580066";"Gene Expression"
"13952";"LOC6580069";"Vrp1";"Gene Expression"
"13953";"LOC6580067";"CG30281";"Gene Expression"
"13954";"LOC6580068";"CG30280";"Gene Expression"
"13955";"LOC6580070";"Plekhm1";"Gene Expression"
"13956";"LOC6580071";"CG11073";"Gene Expression"
"13957";"LOC6580072";"Gapdh2";"Gene Expression"
"13958";"LOC116804158";"LOC116804158";"Gene Expression"
"13959";"LOC6580073";"CG13502";"Gene Expression"
"13960";"LOC26528015";"Synj";"Gene Expression"
"13961";"Trnae-uuc_1";"Trnae-uuc_1";"Gene Expression"
"13962";"LOC6580075";"GlcT";"Gene Expression"
"13963";"LOC6580076";"CG2921";"Gene Expression"
"13964";"LOC6580077";"CG11474";"Gene Expression"
"13965";"LOC6580078";"CG11475";"Gene Expression"
"13966";"LOC6580079";"Snp";"Gene Expression"
"13967";"LOC6580081";"CG13501";"Gene Expression"
"13968";"LOC6580082";"CG13500";"Gene Expression"
"13969";"LOC122757668";"LOC122757668";"Gene Expression"
"13970";"LOC6580083";"CG34370";"Gene Expression"
"13971";"LOC6580084";"CG9308";"Gene Expression"
"13972";"LOC26528685";"LOC26528685";"Gene Expression"
"13973";"LOC6580086";"dany";"Gene Expression"
"13974";"LOC6580088";"Gr58b";"Gene Expression"
"13975";"LOC6580089";"Gr58c";"Gene Expression"
"13976";"LOC6580090";"swi2";"Gene Expression"
"13977";"LOC6580091";"rdgBbeta";"Gene Expression"
"13978";"LOC122757750";"LOC122757750";"Gene Expression"
"13979";"LOC6580092";"CG14767";"Gene Expression"
"13980";"LOC26527826";"CG30357";"Gene Expression"
"13981";"LOC6580093";"LOC6580093";"Gene Expression"
"13982";"LOC6580094";"PGRP-SC2";"Gene Expression"
"13983";"LOC6580096";"LOC6580096";"Gene Expression"
"13984";"LOC6580097";"CG8584";"Gene Expression"
"13985";"LOC6580098";"CG8738";"Gene Expression"
"13986";"LOC6580099";"CG8586";"Gene Expression"
"13987";"Trnak-uuu_5";"Trnak-uuu_5";"Gene Expression"
"13988";"Trnal-cag_5";"Trnal-cag_5";"Gene Expression"
"13989";"LOC6580103";"Acsl";"Gene Expression"
"13990";"LOC116804056";"LOC116804056";"Gene Expression"
"13991";"LOC6580104";"CG14744";"Gene Expression"
"13992";"LOC6580105";"ptc";"Gene Expression"
"13993";"LOC116804805";"LOC116804805";"Gene Expression"
"13994";"LOC6580106";"CG8635";"Gene Expression"
"13995";"LOC6580108";"Gle1";"Gene Expression"
"13996";"LOC6580107";"CG30356";"Gene Expression"
"13997";"LOC6580109";"Vps25";"Gene Expression"
"13998";"LOC6580110";"Cirl";"Gene Expression"
"13999";"LOC6580111";"CG8642";"Gene Expression"
"14000";"LOC6580112";"rgr";"Gene Expression"
"14001";"LOC6580114";"Su(var)2-HP2";"Gene Expression"
"14002";"LOC6580115";"Sec61beta";"Gene Expression"
"14003";"LOC6580116";"CG12863";"Gene Expression"
"14004";"LOC6580117";"P32";"Gene Expression"
"14005";"LOC6580118";"CG30109";"Gene Expression"
"14006";"LOC6580119";"eIF3c";"Gene Expression"
"14007";"LOC6580120";"CCHa1-R";"Gene Expression"
"14008";"LOC6580123";"CG10936";"Gene Expression"
"14009";"LOC116804055";"LOC116804055";"Gene Expression"
"14010";"LOC6580121";"Oxp";"Gene Expression"
"14011";"LOC26528256";"LOC26528256";"Gene Expression"
"14012";"Trnaf-gaa_5";"Trnaf-gaa_5";"Gene Expression"
"14013";"Trnaf-gaa_6";"Trnaf-gaa_6";"Gene Expression"
"14014";"Trnaf-gaa_7";"Trnaf-gaa_7";"Gene Expression"
"14015";"LOC6580128";"Smurf";"Gene Expression"
"14016";"LOC26527934";"ND-51L1";"Gene Expression"
"14017";"LOC6580129";"CG30105";"Gene Expression"
"14018";"LOC6580130";"icln";"Gene Expression"
"14019";"LOC6580131";"RhoGAP54D";"Gene Expression"
"14020";"LOC6580132";"CG14483";"Gene Expression"
"14021";"LOC6580133";"CG6484";"Gene Expression"
"14022";"LOC6580134";"hts";"Gene Expression"
"14023";"Trnas-cga_2";"Trnas-cga_2";"Gene Expression"
"14024";"Trnav-aac_4";"Trnav-aac_4";"Gene Expression"
"14025";"Trnav-aac_5";"Trnav-aac_5";"Gene Expression"
"14026";"LOC6580138";"Spt-I";"Gene Expression"
"14027";"LOC6580139";"CG30122";"Gene Expression"
"14028";"Trnaw-cca_1";"Trnaw-cca_1";"Gene Expression"
"14029";"LOC6580141";"CG42808";"Gene Expression"
"14030";"LOC116804167";"LOC116804167";"Gene Expression"
"14031";"LOC6580142";"CG6191";"Gene Expression"
"14032";"LOC6580143";"sced";"Gene Expression"
"14033";"LOC6580144";"Dpit47";"Gene Expression"
"14034";"LOC6580145";"CG11788";"Gene Expression"
"14035";"LOC6580146";"CG9143";"Gene Expression"
"14036";"LOC6580147";"Arpc4";"Gene Expression"
"14037";"LOC6580148";"CG16868";"Gene Expression"
"14038";"LOC6580149";"Mpcp1";"Gene Expression"
"14039";"LOC6580150";"CG34199";"Gene Expression"
"14040";"LOC6580151";"Cpr56F";"Gene Expression"
"14041";"LOC6580152";"CkIIbeta2";"Gene Expression"
"14042";"LOC6580153";"CG11200";"Gene Expression"
"14043";"LOC6580154";"CG13868";"Gene Expression"
"14044";"LOC6580155";"tapas";"Gene Expression"
"14045";"LOC6580157";"MED8";"Gene Expression"
"14046";"LOC6580158";"CG18003";"Gene Expression"
"14047";"LOC6580159";"Pex6";"Gene Expression"
"14048";"LOC6580160";"Taf5";"Gene Expression"
"14049";"LOC6580161";"nclb";"Gene Expression"
"14050";"LOC6580162";"CG30016";"Gene Expression"
"14051";"LOC6580163";"CG30015";"Gene Expression"
"14052";"LOC6580165";"CG34396";"Gene Expression"
"14053";"LOC6580167";"ktub";"Gene Expression"
"14054";"LOC6580166";"CG9394";"Gene Expression"
"14055";"LOC6580168";"Tmtc3";"Gene Expression"
"14056";"LOC6580169";"mago";"Gene Expression"
"14057";"LOC6580170";"Magi";"Gene Expression"
"14058";"LOC6580171";"CG9406";"Gene Expression"
"14059";"LOC6580172";"Xbp1";"Gene Expression"
"14060";"LOC6580174";"Hmg-2";"Gene Expression"
"14061";"LOC6580175";"CG15657";"Gene Expression"
"14062";"LOC6580176";"CG30389";"Gene Expression"
"14063";"LOC6580177";"CG4266";"Gene Expression"
"14064";"LOC6580178";"hng1";"Gene Expression"
"14065";"LOC6580179";"LSm1";"Gene Expression"
"14066";"LOC6580180";"Xpd";"Gene Expression"
"14067";"LOC6580181";"Pu";"Gene Expression"
"14068";"LOC6580182";"CG4286";"Gene Expression"
"14069";"Trnag-gcc_12";"Trnag-gcc_12";"Gene Expression"
"14070";"Trnaw-cca_2";"Trnaw-cca_2";"Gene Expression"
"14071";"LOC6580185";"Fsn";"Gene Expression"
"14072";"LOC6580186";"Dp";"Gene Expression"
"14073";"LOC6580187";"Pex13";"Gene Expression"
"14074";"LOC6580188";"CG11141";"Gene Expression"
"14075";"LOC6580189";"Inos";"Gene Expression"
"14076";"LOC6580190";"fa2h";"Gene Expression"
"14077";"LOC6580191";"CG11125";"Gene Expression"
"14078";"LOC6580192";"kappaB-Ras";"Gene Expression"
"14079";"LOC6580193";"CG30503";"Gene Expression"
"14080";"LOC6580194";"sPLA2";"Gene Expression"
"14081";"LOC6580195";"CG11123";"Gene Expression"
"14082";"LOC6580196";"Cap-D2";"Gene Expression"
"14083";"LOC6580197";"so";"Gene Expression"
"14084";"LOC6580198";"CG11145";"Gene Expression"
"14085";"LOC122757742";"LOC122757742";"Gene Expression"
"14086";"LOC6580199";"Eaf";"Gene Expression"
"14087";"LOC122757743";"LOC122757743";"Gene Expression"
"14088";"LOC116804172";"LOC116804172";"Gene Expression"
"14089";"LOC6580200";"PpD5";"Gene Expression"
"14090";"LOC6580201";"Glo1";"Gene Expression"
"14091";"LOC6580202";"Gr43a";"Gene Expression"
"14092";"LOC6580203";"Dhx15";"Gene Expression"
"14093";"LOC6580204";"cos";"Gene Expression"
"14094";"LOC6580205";"Dscam1";"Gene Expression"
"14095";"LOC6580207";"LOC6580207";"Gene Expression"
"14096";"LOC6580208";"CG34459";"Gene Expression"
"14097";"LOC6580209";"CG34460";"Gene Expression"
"14098";"LOC6580210";"LOC6580210";"Gene Expression"
"14099";"LOC6580212";"CG5550";"Gene Expression"
"14100";"LOC6580213";"IntS8";"Gene Expression"
"14101";"LOC6580214";"Fen1";"Gene Expression"
"14102";"LOC6580215";"Dek";"Gene Expression"
"14103";"LOC6580216";"Psi";"Gene Expression"
"14104";"LOC6580217";"CG5532";"Gene Expression"
"14105";"LOC6580218";"sona";"Gene Expression"
"14106";"LOC6580219";"CG13561";"Gene Expression"
"14107";"LOC6580220";"CG5539";"Gene Expression"
"14108";"LOC122757661";"LOC122757661";"Gene Expression"
"14109";"LOC6580221";"Ssrp";"Gene Expression"
"14110";"LOC6580222";"CG5543";"Gene Expression"
"14111";"LOC6580223";"jef";"Gene Expression"
"14112";"LOC6580224";"AttA";"Gene Expression"
"14113";"LOC6580225";"Rpn6";"Gene Expression"
"14114";"LOC6580226";"ave";"Gene Expression"
"14115";"LOC6580227";"CG10151";"Gene Expression"
"14116";"LOC6580228";"ND-B15";"Gene Expression"
"14117";"LOC6580229";"Trs31";"Gene Expression"
"14118";"LOC6580230";"CG12857";"Gene Expression"
"14119";"Trnag-gcc_13";"Trnag-gcc_13";"Gene Expression"
"14120";"LOC6580232";"Spred";"Gene Expression"
"14121";"LOC6580233";"eIF3b";"Gene Expression"
"14122";"LOC6580235";"Cc2d2a";"Gene Expression"
"14123";"LOC116804176";"LOC116804176";"Gene Expression"
"14124";"LOC26527240";"CG34194";"Gene Expression"
"14125";"LOC6580236";"cyp33";"Gene Expression"
"14126";"LOC26527804";"LOC26527804";"Gene Expression"
"14127";"LOC116804192";"LOC116804192";"Gene Expression"
"14128";"LOC6580238";"LOC6580238";"Gene Expression"
"14129";"LOC116804191";"LOC116804191";"Gene Expression"
"14130";"LOC6580239";"Sema1b";"Gene Expression"
"14131";"LOC6580241";"HPS4";"Gene Expression"
"14132";"LOC6580240";"CG42561";"Gene Expression"
"14133";"LOC6580242";"LOC6580242";"Gene Expression"
"14134";"LOC6580243";"CG9304";"Gene Expression"
"14135";"LOC6580244";"ppk9";"Gene Expression"
"14136";"LOC6580246";"CG34029";"Gene Expression"
"14137";"LOC116804099";"LOC116804099";"Gene Expression"
"14138";"LOC116804118";"LOC116804118";"Gene Expression"
"14139";"LOC6580248";"CG13488";"Gene Expression"
"14140";"Trnar-ccu_1";"Trnar-ccu_1";"Gene Expression"
"14141";"LOC6580253";"Fili";"Gene Expression"
"14142";"LOC6580252";"LOC6580252";"Gene Expression"
"14143";"LOC6580254";"LOC6580254";"Gene Expression"
"14144";"Trnaw-cca_3";"Trnaw-cca_3";"Gene Expression"
"14145";"LOC6580256";"PpN58A";"Gene Expression"
"14146";"LOC6580258";"comr";"Gene Expression"
"14147";"LOC6580259";"LOC6580259";"Gene Expression"
"14148";"Trnag-ucc_3";"Trnag-ucc_3";"Gene Expression"
"14149";"Trnag-ucc_4";"Trnag-ucc_4";"Gene Expression"
"14150";"LOC6580262";"CG4377";"Gene Expression"
"14151";"LOC6580263";"CG4363";"Gene Expression"
"14152";"LOC6580264";"CG34040";"Gene Expression"
"14153";"LOC6580265";"CG13492";"Gene Expression"
"14154";"LOC6580266";"Pp1-Y2";"Gene Expression"
"14155";"LOC6580267";"PpD6";"Gene Expression"
"14156";"LOC6580268";"tpr";"Gene Expression"
"14157";"LOC116804046";"CG18735";"Gene Expression"
"14158";"LOC6580270";"LOC6580270";"Gene Expression"
"14159";"LOC122757700";"LOC122757700";"Gene Expression"
"14160";"LOC26527755";"CG34204";"Gene Expression"
"14161";"Trnag-ucc_5";"Trnag-ucc_5";"Gene Expression"
"14162";"LOC6580272";"Loxl2";"Gene Expression"
"14163";"LOC122757693";"LOC122757693";"Gene Expression"
"14164";"LOC6580273";"Grx1t";"Gene Expression"
"14165";"LOC6580274";"LOC6580274";"Gene Expression"
"14166";"LOC26527195";"LOC26527195";"Gene Expression"
"14167";"LOC122757723";"LOC122757723";"Gene Expression"
"14168";"LOC122757722";"LOC122757722";"Gene Expression"
"14169";"LOC6580275";"LBR";"Gene Expression"
"14170";"LOC6580276";"Tango11";"Gene Expression"
"14171";"LOC6580277";"CG30398";"Gene Expression"
"14172";"LOC6580278";"HmgD";"Gene Expression"
"14173";"LOC6580279";"CG30403";"Gene Expression"
"14174";"LOC6580281";"HmgZ";"Gene Expression"
"14175";"LOC6580282";"CngB";"Gene Expression"
"14176";"LOC6580283";"LOC6580283";"Gene Expression"
"14177";"LOC6580284";"Cpr51A";"Gene Expression"
"14178";"LOC6580285";"CG30197";"Gene Expression"
"14179";"LOC6580286";"ttv";"Gene Expression"
"14180";"LOC6580287";"CG30076";"Gene Expression"
"14181";"LOC6580288";"LamC";"Gene Expression"
"14182";"LOC26528316";"LOC26528316";"Gene Expression"
"14183";"LOC6580290";"CG12869";"Gene Expression"
"14184";"LOC6580292";"RpI1";"Gene Expression"
"14185";"LOC6580293";"Blos1";"Gene Expression"
"14186";"LOC6580294";"tra2";"Gene Expression"
"14187";"LOC6580295";"CG12868";"Gene Expression"
"14188";"LOC26528346";"LOC26528346";"Gene Expression"
"14189";"LOC26527742";"LOC26527742";"Gene Expression"
"14190";"LOC6580296";"mRpL41";"Gene Expression"
"14191";"LOC6580297";"CG11808";"Gene Expression"
"14192";"LOC6580298";"CG8093";"Gene Expression"
"14193";"LOC6580299";"row";"Gene Expression"
"14194";"LOC6580300";"CG11807";"Gene Expression"
"14195";"LOC6580301";"GPHR";"Gene Expression"
"14196";"LOC6580302";"CG43068";"Gene Expression"
"14197";"LOC122757726";"LOC122757726";"Gene Expression"
"14198";"LOC26527552";"LOC26527552";"Gene Expression"
"14199";"LOC26528619";"LOC26528619";"Gene Expression"
"14200";"LOC116804114";"LOC116804114";"Gene Expression"
"14201";"LOC6580303";"igl";"Gene Expression"
"14202";"LOC6580304";"CG7544";"Gene Expression"
"14203";"LOC6580305";"Rpb12";"Gene Expression"
"14204";"LOC6580306";"chn";"Gene Expression"
"14205";"LOC6580308";"LOC6580308";"Gene Expression"
"14206";"LOC6580309";"CG4563";"Gene Expression"
"14207";"LOC6580311";"hbs";"Gene Expression"
"14208";"LOC6580312";"CG10265";"Gene Expression"
"14209";"LOC6580314";"CG7639";"Gene Expression"
"14210";"LOC6580313";"pcs";"Gene Expression"
"14211";"Trnal-aag";"Trnal-aag";"Gene Expression"
"14212";"LOC6580316";"ckn";"Gene Expression"
"14213";"LOC6580317";"aPKC";"Gene Expression"
"14214";"LOC6580319";"CG10257";"Gene Expression"
"14215";"LOC26528547";"LOC26528547";"Gene Expression"
"14216";"LOC26527535";"LOC26527535";"Gene Expression"
"14217";"LOC26527206";"LOC26527206";"Gene Expression"
"14218";"LOC6580320";"LOC6580320";"Gene Expression"
"14219";"LOC6580321";"Lap1";"Gene Expression"
"14220";"LOC26528180";"LOC26528180";"Gene Expression"
"14221";"LOC6580322";"ADPS";"Gene Expression"
"14222";"LOC6580324";"Kank";"Gene Expression"
"14223";"LOC116804049";"LOC116804049";"Gene Expression"
"14224";"LOC6580325";"Cyp317a1";"Gene Expression"
"14225";"LOC6580326";"LOC6580326";"Gene Expression"
"14226";"LOC6586903";"LOC6586903";"Gene Expression"
"14227";"LOC6586905";"Cyp6a21";"Gene Expression"
"14228";"LOC6580328";"Cyp6a23";"Gene Expression"
"14229";"LOC6580331";"Cyp6a22";"Gene Expression"
"14230";"LOC6580332";"Cyp6a14";"Gene Expression"
"14231";"LOC6580335";"mtt";"Gene Expression"
"14232";"LOC122757770";"LOC122757770";"Gene Expression"
"14233";"LOC6580336";"LOC6580336";"Gene Expression"
"14234";"LOC6580337";"Mal-A7";"Gene Expression"
"14235";"LOC6580338";"Mal-A6";"Gene Expression"
"14236";"LOC6580339";"Mal-A5";"Gene Expression"
"14237";"LOC6580340";"Mal-A4";"Gene Expression"
"14238";"LOC6580341";"Mal-A3";"Gene Expression"
"14239";"LOC6580342";"Mal-A2";"Gene Expression"
"14240";"LOC6580343";"LOC6580343";"Gene Expression"
"14241";"LOC6580344";"Mal-A1";"Gene Expression"
"14242";"LOC6580345";"Cyp4e2";"Gene Expression"
"14243";"LOC6580346";"Cyp4ad1";"Gene Expression"
"14244";"LOC6580347";"LOC6580347";"Gene Expression"
"14245";"LOC6580348";"LOC6580348";"Gene Expression"
"14246";"LOC6580349";"Lcp1";"Gene Expression"
"14247";"LOC6580350";"LOC6580350";"Gene Expression"
"14248";"LOC6580351";"LOC6580351";"Gene Expression"
"14249";"LOC116804175";"LOC116804175";"Gene Expression"
"14250";"LOC6580352";"LOC6580352";"Gene Expression"
"14251";"LOC26527669";"LOC26527669";"Gene Expression"
"14252";"LOC26527445";"Lcp4";"Gene Expression"
"14253";"LOC6580353";"CSN7";"Gene Expression"
"14254";"LOC6580354";"CG2121";"Gene Expression"
"14255";"LOC6580355";"pdm3";"Gene Expression"
"14256";"LOC6580357";"CG8701";"Gene Expression"
"14257";"LOC6580359";"CG2127";"Gene Expression"
"14258";"LOC6580362";"CG4691";"Gene Expression"
"14259";"LOC122757805";"cola";"Gene Expression"
"14260";"LOC6580364";"swif";"Gene Expression"
"14261";"LOC6580366";"hubl";"Gene Expression"
"14262";"LOC122757795";"LOC122757795";"Gene Expression"
"14263";"LOC6580371";"CG30371";"Gene Expression"
"14264";"LOC6580372";"CG30375";"Gene Expression"
"14265";"LOC6580373";"CG30376";"Gene Expression"
"14266";"LOC6580374";"CG2291";"Gene Expression"
"14267";"LOC6580377";"CG14760";"Gene Expression"
"14268";"LOC6580378";"pnut";"Gene Expression"
"14269";"LOC6580379";"dpn";"Gene Expression"
"14270";"LOC122757792";"LOC122757792";"Gene Expression"
"14271";"LOC6580380";"CG34217";"Gene Expression"
"14272";"LOC6580381";"LRP1";"Gene Expression"
"14273";"LOC6580383";"CG14757";"Gene Expression"
"14274";"LOC6580384";"Mlh1";"Gene Expression"
"14275";"LOC6580385";"Gasz";"Gene Expression"
"14276";"LOC6580386";"Rs1";"Gene Expression"
"14277";"LOC6580388";"CG30373";"Gene Expression"
"14278";"LOC6580389";"CG8089";"Gene Expression"
"14279";"LOC6580390";"l(2)k09913";"Gene Expression"
"14280";"Trnas-uga";"Trnas-uga";"Gene Expression"
"14281";"Trnas-uga_1";"Trnas-uga_1";"Gene Expression"
"14282";"LOC6580393";"Fib";"Gene Expression"
"14283";"LOC6580395";"CG8929";"Gene Expression"
"14284";"Trnar-acg_1";"Trnar-acg_1";"Gene Expression"
"14285";"LOC6580398";"LOC6580398";"Gene Expression"
"14286";"LOC6580399";"CG16739";"Gene Expression"
"14287";"LOC6580400";"CG13870";"Gene Expression"
"14288";"LOC6580401";"CG11192";"Gene Expression"
"14289";"LOC6580402";"Cyp4d14";"Gene Expression"
"14290";"LOC6580403";"side-VIII";"Gene Expression"
"14291";"LOC6580406";"Obp57c";"Gene Expression"
"14292";"LOC6580407";"LOC6580407";"Gene Expression"
"14293";"LOC122757784";"LOC122757784";"Gene Expression"
"14294";"LOC6580409";"GNBP-like3";"Gene Expression"
"14295";"LOC6580410";"LOC6580410";"Gene Expression"
"14296";"LOC6580411";"Bbd";"Gene Expression"
"14297";"LOC26527295";"CG30154";"Gene Expression"
"14298";"LOC6580412";"LOC6580412";"Gene Expression"
"14299";"LOC6580413";"CG13423";"Gene Expression"
"14300";"LOC6580414";"CG13427";"Gene Expression"
"14301";"LOC6580415";"CG13428";"Gene Expression"
"14302";"LOC6580416";"CG30148";"Gene Expression"
"14303";"LOC26527873";"Obp18a";"Gene Expression"
"14304";"LOC6580417";"Cpr57A";"Gene Expression"
"14305";"LOC6580418";"CG13430";"Gene Expression"
"14306";"LOC6580419";"BORCS7";"Gene Expression"
"14307";"LOC6580420";"CG7798";"Gene Expression"
"14308";"LOC6580421";"CG15706";"Gene Expression"
"14309";"LOC6580422";"Tsf3";"Gene Expression"
"14310";"LOC6580423";"CG15701";"Gene Expression"
"14311";"LOC6580424";"CG7786";"Gene Expression"
"14312";"LOC6580425";"CG3687";"Gene Expression"
"14313";"LOC26528110";"krimp";"Gene Expression"
"14314";"LOC6580427";"Nup75";"Gene Expression"
"14315";"LOC6580428";"Naus";"Gene Expression"
"14316";"LOC6580429";"CG10914";"Gene Expression"
"14317";"LOC6580430";"lolal";"Gene Expression"
"14318";"LOC6580431";"adp";"Gene Expression"
"14319";"LOC6580432";"CG5742";"Gene Expression"
"14320";"LOC6580433";"EMRE";"Gene Expression"
"14321";"LOC6580434";"pAbp";"Gene Expression"
"14322";"LOC6580438";"Pcl";"Gene Expression"
"14323";"LOC6580440";"Hsf";"Gene Expression"
"14324";"LOC6580441";"Dlip3";"Gene Expression"
"14325";"LOC6580442";"LOC6580442";"Gene Expression"
"14326";"LOC6580443";"CG8298";"Gene Expression"
"14327";"LOC6580444";"otk";"Gene Expression"
"14328";"LOC26527917";"LOC26527917";"Gene Expression"
"14329";"LOC122757764";"LOC122757764";"Gene Expression"
"14330";"LOC116804073";"LOC116804073";"Gene Expression"
"14331";"LOC6580445";"otk2";"Gene Expression"
"14332";"LOC6580446";"Mppe";"Gene Expression"
"14333";"LOC6580448";"pds5";"Gene Expression"
"14334";"LOC6580449";"CG8321";"Gene Expression"
"14335";"LOC26527618";"CG43191";"Gene Expression"
"14336";"LOC6580450";"128up";"Gene Expression"
"14337";"LOC6580451";"RpIII128";"Gene Expression"
"14338";"LOC6580452";"Drep1";"Gene Expression"
"14339";"LOC6580453";"CG44314";"Gene Expression"
"14340";"LOC6580454";"Drep3";"Gene Expression"
"14341";"LOC116804088";"LOC116804088";"Gene Expression"
"14342";"LOC6580456";"CG8888";"Gene Expression"
"14343";"LOC6580457";"CG13186";"Gene Expression"
"14344";"LOC6580458";"jeb";"Gene Expression"
"14345";"LOC6580459";"CG8260";"Gene Expression"
"14346";"LOC6580461";"SkpB";"Gene Expression"
"14347";"LOC6580462";"Smyd4-4";"Gene Expression"
"14348";"LOC6580463";"OSCP1";"Gene Expression"
"14349";"LOC6580464";"CG16935";"Gene Expression"
"14350";"LOC6580465";"Uba3";"Gene Expression"
"14351";"LOC6580466";"tum";"Gene Expression"
"14352";"LOC6580467";"Echs1";"Gene Expression"
"14353";"LOC6580469";"Syngr";"Gene Expression"
"14354";"LOC6580470";"CG6347";"Gene Expression"
"14355";"LOC6580471";"CG6337";"Gene Expression"
"14356";"LOC6580472";"CG6329";"Gene Expression"
"14357";"LOC6580474";"ND-20";"Gene Expression"
"14358";"LOC6580475";"fl(2)d";"Gene Expression"
"14359";"LOC6580476";"LOC6580476";"Gene Expression"
"14360";"LOC6580477";"stj";"Gene Expression"
"14361";"LOC6580478";"Cpr50Cb";"Gene Expression"
"14362";"LOC6580479";"Cpr50Ca";"Gene Expression"
"14363";"LOC6580480";"S-Lap7";"Gene Expression"
"14364";"LOC6580481";"CG6280";"Gene Expression"
"14365";"LOC6580482";"CG17716";"Gene Expression"
"14366";"LOC6580483";"LOC6580483";"Gene Expression"
"14367";"LOC122756706";"LOC122756706";"Gene Expression"
"14368";"LOC26527985";"LOC26527985";"Gene Expression"
"14369";"LOC26528354";"LOC26528354";"Gene Expression"
"14370";"LOC122757799";"LOC122757799";"Gene Expression"
"14371";"LOC116804164";"LOC116804164";"Gene Expression"
"14372";"LOC26527390";"LOC26527390";"Gene Expression"
"14373";"LOC6580485";"CG12464";"Gene Expression"
"14374";"LOC6580487";"LOC6580487";"Gene Expression"
"14375";"LOC6580488";"CG34236";"Gene Expression"
"14376";"LOC6580489";"S-Lap5";"Gene Expression"
"14377";"LOC6580490";"fand";"Gene Expression"
"14378";"LOC6580491";"geminin";"Gene Expression"
"14379";"LOC6580492";"Opbp";"Gene Expression"
"14380";"LOC6580493";"Debcl";"Gene Expression"
"14381";"LOC6580494";"Buffy";"Gene Expression"
"14382";"LOC6580495";"CG13196";"Gene Expression"
"14383";"LOC6580496";"Camp";"Gene Expression"
"14384";"LOC6580497";"CG10939";"Gene Expression"
"14385";"Trnaa-ugc";"Trnaa-ugc";"Gene Expression"
"14386";"Trnaa-ugc_1";"Trnaa-ugc_1";"Gene Expression"
"14387";"LOC26528621";"LOC26528621";"Gene Expression"
"14388";"LOC6580500";"Acp53C14c";"Gene Expression"
"14389";"LOC26527400";"Acp53C14b";"Gene Expression"
"14390";"LOC6580501";"LOC6580501";"Gene Expression"
"14391";"LOC26528663";"Acp53C14c_1";"Gene Expression"
"14392";"LOC6580502";"LOC6580502";"Gene Expression"
"14393";"LOC26527522";"LOC26527522";"Gene Expression"
"14394";"Trnam-cau_8";"Trnam-cau_8";"Gene Expression"
"14395";"LOC6580505";"mbl";"Gene Expression"
"14396";"LOC6580506";"LOC6580506";"Gene Expression"
"14397";"LOC6580509";"LOC6580509";"Gene Expression"
"14398";"LOC122757772";"LOC122757772";"Gene Expression"
"14399";"LOC6580510";"CG43272";"Gene Expression"
"14400";"LOC6580511";"CG18469";"Gene Expression"
"14401";"LOC26527461";"LOC26527461";"Gene Expression"
"14402";"LOC122757773";"LOC122757773";"Gene Expression"
"14403";"LOC122757774";"LOC122757774";"Gene Expression"
"14404";"LOC26527817";"LOC26527817";"Gene Expression"
"14405";"LOC116804115";"LOC116804115";"Gene Expression"
"14406";"LOC122757802";"LOC122757802";"Gene Expression"
"14407";"LOC6580517";"LOC6580517";"Gene Expression"
"14408";"LOC26528310";"CG30458";"Gene Expression"
"14409";"LOC6580519";"CG17290";"Gene Expression"
"14410";"LOC6580520";"Gbp1";"Gene Expression"
